
# Surface 0 of 1 surfaces

# Curve title: "'../../data/z.txt' matrix"

# Contour 0, label:        1
 23  124.286  0 
 23.08  124  0 
 23.4516  123  0 
 23.8421  122  0 
 24  121.684  0 
 24.2167  121  0 
 24.5833  120  0 
 24.9884  119  0 
 25  118.978  0 
 25.3435  118  0 
 25.7308  117  0 
 26  116.408  0 
 26.1245  116  0 
 26.4928  115  0 
 26.8951  114  0 
 27  113.79  0 
 27.2712  113  0 
 27.6588  112  0 
 28  111.213  0 
 28.0648  111  0 
 28.437  110  0 
 28.8398  109  0 
 29  108.665  0 
 29.228  108  0 
 29.6158  107  0 
 30  106.09  0 
 30.0279  106  0 
 30.4028  105  0 
 30.8038  104  0 
 31  103.572  0 
 31.1973  103  0 
 31.584  102  0 
 31.9948  101  0 
 32  100.989  0 
 32.3693  100  0 
 32.7634  99  0 
 33  98.455  0 
 33.1552  98  0 
 33.5337  97  0 
 33.9289  96  0 
 34  95.84  0 
 34.3003  95  0 
 34.6762  94  0 
 35  93.1772  0 
 35.0573  93  0 
 35.4139  92  0 
 35.7779  91  0 
 36  90.418  0 
 36.1343  90  0 
 36.474  89  0 
 36.815  88  0 
 37  87.4731  0 
 37.1433  87  0 
 37.4545  86  0 
 37.7605  85  0 
 38  84.2076  0 
 38.0554  84  0 
 38.3266  83  0 
 38.5865  82  0 
 38.8333  81  0 
 39  80.2909  0 
 39.0621  80  0 
 39.2678  79  0 
 39.4565  78  0 
 39.6275  77  0 
 39.78  76  0 
 39.9139  75  0 
 40  74.2617  0 
 40.0286  74  0 
 40.1235  73  0 
 40.2018  72  0 
 40.2647  71  0 
 40.3134  70  0 
 40.3495  69  0 
 40.3747  68  0 
 40.391  67  0 
 40.4002  66  0 
 40.4044  65  0 
 40.4055  64  0 
 40.4056  63  0 
 40.4067  62  0 
 40.4108  61  0 
 40.4201  60  0 
 40.4365  59  0 
 40.4622  58  0 
 40.4995  57  0 
 40.5506  56  0 
 40.6182  55  0 
 40.705  54  0 
 40.8144  53  0 
 40.9499  52  0 
 41  51.6835  0 
 41.1152  51  0 
 41.3159  50  0 
 41.5593  49  0 


# Contour 3, label:     -0.5
 27  75.1167 -0.5 
 26.4755  75 -0.5 
 26  74.8879 -0.5 
 25  74.4395 -0.5 
 24.3326  74 -0.5 
 24  73.7606 -0.5 
 23.186  73 -0.5 
 23  72.8057 -0.5 
 22.3593  72 -0.5 
 22  71.4819 -0.5 
 21.7075  71 -0.5 
 21.1866  70 -0.5 
 21  69.5744 -0.5 
 20.7696  69 -0.5 
 20.4407  68 -0.5 
 20.1836  67 -0.5 
 20  66.0306 -0.5 
 19.9945  66 -0.5 
 19.8743  65 -0.5 
 19.8147  64 -0.5 
 19.8147  63 -0.5 
 19.874  62 -0.5 
 19.9932  61 -0.5 
 20  60.9619 -0.5 
 20.1798  60 -0.5 
 20.4322  59 -0.5 
 20.7532  58 -0.5 
 21  57.3664 -0.5 
 21.1555  57 -0.5 
 21.6549  56 -0.5 
 22  55.4037 -0.5 
 22.2647  55 -0.5 
 23  54.013 -0.5 
 23.0115  54 -0.5 
 23.9874  53 -0.5 
 24  52.9882 -0.5 
 25  52.2347 -0.5 
 25.4301  52 -0.5 
 26  51.705 -0.5 
 27  51.3875 -0.5 
 28  51.2818 -0.5 
 29  51.408 -0.5 
 30  51.8035 -0.5 
 30.2803  52 -0.5 
 31  52.5504 -0.5 
 31.3892  53 -0.5 
 32  53.7943 -0.5 
 32.1159  54 -0.5 
 32.6178  55 -0.5 
 33  55.8916 -0.5 
 33.0366  56 -0.5 
 33.3337  57 -0.5 
 33.5826  58 -0.5 
 33.7871  59 -0.5 
 33.9497  60 -0.5 
 34  60.4079 -0.5 
 34.0616  61 -0.5 
 34.1318  62 -0.5 
 34.1674  63 -0.5 
 34.1674  64 -0.5 
 34.1302  65 -0.5 
 34.0538  66 -0.5 
 34  66.4601 -0.5 
 33.9253  67 -0.5 
 33.7363  68 -0.5 
 33.4925  69 -0.5 
 33.1905  70 -0.5 
 33  70.5302 -0.5 
 32.7899  71 -0.5 
 32.2702  72 -0.5 
 32  72.4562 -0.5 
 31.577  73 -0.5 
 31  73.6667 -0.5 
 30.5915  74 -0.5 
 30  74.4473 -0.5 
 29  74.9188 -0.5 
 28.6257  75 -0.5 
 28  75.1306 -0.5 
 27  75.1167 -0.5 

